Price,ROM儲存空間,主螢幕尺寸,主相機畫素,主相機光學防手震,主相機UHD 4K錄影,第二主相機畫素,前相機畫素,前相機UHD 4K錄影,NFC,快充功率,無線充電,機身長度,機身寬度,機身厚度,機身重量,防水防塵等級,機身顏色,Brand,第三主相機畫素,RAM記憶體,電池容量,主相機8K錄影,3.5mm耳機孔,記憶卡,RAW檔拍攝,可替換電池,無線反向充電,第四主相機畫素,副螢幕觸控,第二前相機畫素,soc_s,soc_m,resolution_x,resolution_y,OLED,90Hz,120Hz,144Hz,Wifi5G,Wifi6,bt5.0,bt5.1,bt5.2,bt4.2,UFS,cam_back_num,glass,plastic,摺疊螢幕,USB3
11290,256,6.67,48.0,False,True,8.0,20.0,False,True,33.0,False,163.7,76.4,7.8,196.0,False,3,poco,5.0,8.0,4520,False,False,False,False,False,False,0.0,False,0.0,937,3094,2400,1080,True,False,True,False,True,False,False,True,False,False,True,3,False,False,False,False
3990,128,6.53,48.0,False,False,2.0,8.0,False,False,18.0,False,162.3,77.3,9.6,198.0,False,3,poco,2.0,4.0,6000,False,True,True,False,False,False,0.0,False,0.0,309,1354,2340,1080,False,False,False,False,True,False,True,False,False,False,True,3,False,False,False,True
4990,64,6.5,48.0,False,False,2.0,8.0,False,True,18.0,False,161.81,75.34,8.92,190.0,False,3,poco,2.0,4.0,5000,False,True,True,False,False,False,0.0,False,0.0,568,1735,2400,1080,False,True,False,False,True,False,False,True,False,False,True,3,False,True,False,False
6599,128,6.6,50.0,False,False,8.0,16.0,False,True,33.0,False,163.56,75.78,8.75,195.0,False,3,poco,0.0,6.0,5000,False,True,True,True,False,False,0.0,False,0.0,627,1925,2400,1080,False,True,False,False,True,False,False,True,False,False,True,2,False,True,False,False
7490,256,6.67,48.0,False,True,8.0,20.0,False,True,33.0,False,165.3,76.8,9.4,215.0,True,3,poco,2.0,8.0,5160,False,True,True,False,False,False,2.0,False,0.0,740,2477,2400,1080,False,False,True,False,True,False,True,False,False,False,True,4,False,False,False,False
4890,128,6.5,64.0,False,True,8.0,16.0,False,True,30.0,False,162.1,74.8,8.9,191.0,False,2,realme,2.0,8.0,4300,False,True,True,False,False,False,2.0,False,0.0,533,1669,2400,1080,False,False,False,False,True,False,True,False,False,False,False,4,False,False,False,False
4600,128,6.5,48.0,False,False,8.0,16.0,False,True,18.0,False,164.4,75.4,9.0,199.0,False,2,realme,2.0,4.0,5000,False,True,True,False,False,False,2.0,False,0.0,357,1287,1600,720,False,False,False,False,False,False,True,False,False,False,False,4,False,False,False,False
5990,128,6.5,48.0,False,True,8.0,16.0,False,False,30.0,False,162.2,75.1,9.1,195.0,False,2,realme,2.0,8.0,5000,False,True,True,False,False,False,0.0,False,0.0,618,1838,2400,1080,False,False,True,False,True,False,False,True,False,False,False,3,False,False,False,False
6690,128,6.5,48.0,False,False,2.0,16.0,False,True,18.0,False,162.5,74.8,8.5,185.0,False,2,realme,2.0,8.0,5000,False,True,True,False,False,False,0.0,False,0.0,568,1735,2400,1080,False,True,False,False,True,False,False,True,False,False,True,3,False,False,False,False
3900,64,6.5,8.0,False,False,0.0,5.0,False,False,10.0,False,165.2,76.4,8.9,190.0,False,2,realme,0.0,4.0,5000,False,True,True,False,False,False,0.0,False,0.0,145,782,1600,720,False,False,False,False,False,False,False,False,False,True,False,1,False,True,False,False
3290,64,6.5,13.0,False,False,2.0,5.0,False,False,10.0,False,165.2,76.4,8.9,190.0,False,2,realme,2.0,4.0,5000,False,True,True,False,False,False,0.0,False,0.0,175,689,1600,720,False,False,False,False,False,False,True,False,False,False,False,3,False,True,False,False
3150,64,6.5,12.0,False,False,2.0,5.0,False,False,10.0,False,164.4,75.0,8.95,195.0,False,2,realme,2.0,3.0,5000,False,True,True,False,False,False,0.0,False,0.0,393,1314,1600,720,False,False,False,False,False,False,True,False,False,False,False,3,False,False,False,False
12990,256,6.43,64.0,False,True,8.0,16.0,False,True,65.0,False,158.5,73.3,9.1,186.0,False,1,realme,2.0,8.0,4500,False,True,False,False,False,False,0.0,False,0.0,1058,3045,2400,1080,True,False,True,False,True,True,False,False,True,False,True,3,True,False,False,False
10090,256,6.43,64.0,False,True,8.0,32.0,False,True,65.0,False,159.2,73.5,8.7,178.0,False,2,realme,2.0,8.0,4300,False,True,False,False,False,False,0.0,False,0.0,775,2838,2400,1080,True,False,True,False,True,False,False,False,True,False,False,3,True,False,False,False
9590,128,6.62,64.0,False,True,8.0,16.0,False,True,65.0,False,162.9,75.8,8.96,199.8,False,2,realme,2.0,8.0,5000,False,False,False,True,False,False,0.0,False,0.0,937,3094,2400,1080,True,False,True,False,True,False,False,True,False,False,True,3,True,False,False,False
3500,64,6.5,13.0,False,False,2.0,8.0,False,False,18.0,False,164.5,75.9,9.8,207.0,False,2,realme,0.0,4.0,6000,False,True,True,False,False,False,0.0,False,0.0,353,1262,1600,720,False,False,False,False,True,False,True,False,False,False,False,2,False,False,False,False
4390,128,6.5,50.0,False,False,2.0,8.0,False,False,18.0,False,164.5,75.9,9.6,207.0,False,2,realme,2.0,4.0,6000,False,True,True,False,False,False,0.0,False,0.0,353,1262,1600,720,False,False,False,False,True,False,True,False,False,False,False,3,False,True,False,False
2990,64,6.5,8.0,False,False,0.0,5.0,False,False,10.0,False,165.2,76.4,8.9,195.0,False,2,realme,0.0,4.0,5000,False,True,True,False,False,False,0.0,False,0.0,145,782,1600,720,False,False,False,False,False,False,False,False,False,True,False,1,False,True,False,False
7200,128,6.6,64.0,True,True,12.0,16.0,False,True,30.0,False,163.8,75.8,8.9,202.0,False,2,realme,8.0,8.0,4200,False,False,False,False,False,False,2.0,False,8.0,758,2634,2400,1080,False,False,False,False,True,False,True,False,False,False,False,4,False,False,False,False
7290,128,6.57,48.0,False,True,8.0,16.0,False,True,30.0,False,163.8,75.8,8.9,202.0,False,2,realme,2.0,8.0,4200,False,False,False,True,False,False,2.0,False,2.0,594,1823,2400,1080,False,False,False,False,True,False,False,True,False,False,False,4,False,False,False,False
11590,256,6.44,64.0,False,True,12.0,32.0,False,True,65.0,False,158.96,74.24,8.9,205.0,False,2,realme,8.0,12.0,4200,False,False,False,True,False,False,2.0,False,8.0,932,3217,2400,1080,True,False,False,False,False,False,False,True,False,False,False,4,False,False,False,False
9800,256,6.55,64.0,False,True,8.0,32.0,False,True,50.0,False,160.8,75.1,8.5,184.0,False,3,realme,2.0,8.0,4500,False,False,False,False,False,False,2.0,False,0.0,778,2967,2400,1080,True,False,True,False,True,False,True,False,False,False,True,4,True,False,False,False
3600,32,6.4,13.0,False,False,5.0,8.0,False,True,10.0,False,158.4,74.7,7.8,169.0,False,3,samsung,0.0,3.0,4000,False,True,True,False,False,False,0.0,False,0.0,231,834,1560,720,True,False,False,False,False,False,True,False,False,False,False,2,False,True,False,False
4890,64,6.5,48.0,False,False,8.0,13.0,False,True,15.0,False,163.7,75.3,8.9,192.0,False,3,samsung,2.0,4.0,5000,False,True,True,False,False,False,2.0,False,0.0,170,969,1600,720,False,False,False,False,True,False,True,False,False,False,False,4,False,True,False,False
6390,128,6.6,48.0,False,False,5.0,8.0,False,False,15.0,False,167.2,76.4,9.0,203.0,False,2,samsung,2.0,4.0,5000,False,True,True,False,False,False,0.0,False,0.0,568,1735,2408,1080,False,True,False,False,True,False,True,False,False,False,False,3,False,True,False,False
5900,64,6.5,48.0,False,False,8.0,13.0,False,True,15.0,False,164.2,76.1,9.1,205.0,False,4,samsung,5.0,4.0,5000,False,True,True,False,False,False,2.0,False,0.0,532,1718,1600,720,False,False,False,False,True,False,True,False,False,False,False,4,False,True,False,False
8900,128,6.6,48.0,False,False,8.0,20.0,False,True,15.0,False,164.4,75.9,8.6,193.0,False,3,samsung,5.0,8.0,5000,False,True,True,False,False,False,5.0,False,0.0,650,1922,1600,720,True,False,False,False,True,False,True,False,False,False,False,4,False,True,False,False
11690,256,6.5,64.0,True,True,12.0,32.0,False,True,25.0,False,159.9,75.1,8.4,189.0,True,4,samsung,5.0,8.0,4500,False,True,True,False,False,False,5.0,False,0.0,775,2838,2400,1080,True,False,True,False,True,False,True,False,False,False,False,4,False,True,False,False
10100,256,6.5,64.0,True,True,12.0,32.0,False,True,25.0,False,159.9,75.1,8.4,189.0,True,4,samsung,5.0,8.0,4500,False,True,True,False,False,False,5.0,False,0.0,650,1922,2400,1080,True,False,True,False,True,False,True,False,False,False,False,4,False,True,False,False
4590,128,6.5,48.0,False,False,5.0,8.0,False,False,15.0,False,164.0,75.9,9.7,224.0,False,3,samsung,2.0,4.0,5000,False,True,True,False,False,False,2.0,False,0.0,170,969,1600,720,False,True,False,False,False,False,True,False,False,False,False,4,False,True,False,False
6200,128,6.4,64.0,False,False,8.0,20.0,False,True,25.0,False,159.3,74.0,8.4,180.0,False,3,samsung,2.0,6.0,5000,False,True,True,False,False,False,2.0,False,0.0,357,1287,2400,1080,True,True,False,False,True,False,True,False,False,False,False,4,False,True,False,False
20890,256,6.7,64.0,True,True,12.0,10.0,False,True,25.0,True,161.6,75.2,8.3,192.0,True,4,samsung,12.0,8.0,4300,True,False,False,False,False,True,0.0,False,0.0,951,3003,2400,1080,True,False,False,False,True,False,True,False,False,False,False,3,False,True,False,False
27190,512,6.9,108.0,True,True,12.0,10.0,False,True,25.0,True,164.8,77.2,8.1,208.0,True,3,samsung,12.0,12.0,4500,True,False,True,False,False,True,0.0,False,0.0,951,3003,3088,1440,True,False,True,False,True,False,True,False,False,False,False,3,True,False,False,False
13900,256,6.5,12.0,True,False,12.0,32.0,False,True,25.0,True,159.8,74.5,8.4,190.0,True,2,samsung,8.0,8.0,4500,False,False,True,False,False,False,0.0,False,0.0,932,3217,2400,1080,True,False,True,False,True,False,True,False,False,False,False,3,False,True,False,False
23190,128,6.7,64.0,True,True,12.0,10.0,True,True,25.0,True,161.5,75.6,7.8,200.0,True,2,samsung,12.0,8.0,4800,True,False,False,True,False,True,0.0,False,0.0,1058,3045,2400,1080,True,False,True,False,True,False,True,False,False,False,False,3,True,False,False,False
19090,256,6.2,64.0,True,True,12.0,10.0,True,True,25.0,True,151.7,71.2,7.9,169.0,True,4,samsung,12.0,8.0,4000,True,False,False,True,False,True,0.0,False,0.0,1058,3045,2400,1080,True,False,True,False,True,False,True,False,False,False,False,3,False,True,False,False
19400,256,6.4,12.0,True,True,12.0,32.0,True,True,25.0,True,155.7,74.5,7.9,177.0,True,4,samsung,8.0,8.0,4500,False,False,False,True,False,True,0.0,False,0.0,1058,3045,2400,1080,True,False,True,False,True,False,True,False,False,False,False,3,False,True,False,False
34090,512,6.8,108.0,True,True,12.0,40.0,True,True,25.0,True,165.1,75.6,8.9,227.0,True,2,samsung,10.0,16.0,5000,False,False,False,True,False,True,10.0,False,0.0,1058,3045,3200,1400,True,False,True,False,True,True,True,False,False,False,False,4,True,False,False,False
22190,256,6.7,12.0,True,False,12.0,10.0,False,False,15.0,True,166.0,72.2,6.9,183.0,True,4,samsung,0.0,8.0,3300,False,False,False,False,False,True,0.0,False,0.0,1058,3045,2640,1080,True,False,True,False,True,False,False,True,False,False,True,2,True,False,True,False
48590,512,7.6,12.0,True,False,12.0,10.0,False,True,10.0,True,158.2,128.1,6.4,271.0,True,3,samsung,12.0,12.0,4400,False,False,False,False,False,True,0.0,True,4.0,1058,3045,2208,1768,True,False,True,False,True,False,False,False,True,False,True,3,True,False,True,False
9500,128,6.2,22.6,True,True,0.0,8.0,False,True,10.0,False,151.0,74.0,8.8,146.0,True,1,sharp,0.0,6.0,3130,False,False,False,False,False,False,0.0,False,0.0,525,2270,2992,1440,True,False,False,False,True,False,False,False,False,False,False,1,False,False,False,False
8200,128,6.2,12.2,True,False,20.1,16.3,False,True,10.0,True,156.0,74.0,8.9,185.0,True,1,sharp,0.0,6.0,3200,False,True,True,False,False,False,0.0,False,0.0,742,2760,3120,1440,False,False,False,False,True,False,True,False,False,False,False,2,False,False,False,False
19500,256,6.5,12.2,False,True,48.0,16.4,False,True,27.0,False,162.0,75.0,8.9,189.0,True,2,sharp,12.2,12.0,3730,False,True,True,False,False,False,0.0,False,0.0,932,3217,3168,1440,False,False,False,False,True,False,False,True,False,False,False,3,False,False,False,False
6700,128,6.7,48.0,False,False,5.0,8.0,False,False,27.0,False,166.0,78.0,8.8,197.0,True,2,sharp,1.9,8.0,4120,False,True,True,False,False,False,1.9,False,1.9,560,1711,2400,1080,False,True,False,False,,,False,True,False,False,False,4,False,False,False,False
3600,64,5.9,13.0,True,True,13.0,8.0,False,False,10.0,False,157.0,76.0,9.0,173.0,False,1,sharp,0.0,4.0,3090,False,True,True,False,False,False,0.0,False,0.0,384,1658,2160,1080,False,False,False,False,True,False,True,False,False,False,False,2,False,False,False,False
6800,64,5.7,13.0,False,False,0.0,8.0,False,True,10.0,False,147.0,71.0,8.9,162.0,True,2,sharp,0.0,4.0,3730,False,True,True,False,False,False,0.0,False,0.0,503,1643,1520,720,False,False,False,False,True,False,False,True,False,False,True,1,False,True,False,False
15800,128,6.4,48.0,False,True,8.0,12.6,False,True,10.0,False,158.0,73.0,7.9,146.0,True,1,sharp,8.0,8.0,4010,False,True,True,False,False,False,0.0,False,0.0,650,1922,2340,1080,True,False,False,False,True,False,False,True,False,False,True,3,False,False,False,False
14900,128,6.5,12.0,True,True,12.0,8.0,False,True,18.0,False,167.0,72.0,8.2,178.0,True,4,sony,12.0,6.0,3330,False,False,True,True,False,False,0.0,False,0.0,742,2760,3840,1644,True,False,False,False,True,False,True,False,False,False,False,3,False,False,False,True
9790,128,6.0,12.0,False,True,8.0,8.0,False,True,18.0,False,154.0,68.0,8.3,169.0,True,4,sony,8.0,6.0,4500,False,True,True,False,False,False,0.0,False,0.0,594,1737,2520,1080,True,False,False,False,True,False,False,True,False,False,False,3,True,False,False,True
27300,256,6.5,12.0,True,True,12.0,8.0,False,True,18.0,True,166.0,72.0,7.9,181.0,True,1,sony,12.0,12.0,4000,False,True,True,True,False,False,0.0,False,0.0,932,3217,3840,1644,True,False,False,False,True,False,False,True,False,False,False,3,False,False,False,True
38500,512,6.5,12.0,True,True,12.0,8.0,False,True,30.0,True,165.0,71.0,8.2,187.0,True,2,sony,12.0,12.0,4500,False,True,True,True,False,True,0.0,False,0.0,1058,3045,3840,1644,True,False,True,False,True,False,False,False,True,False,False,3,True,False,False,True
13900,128,6.1,12.0,True,True,12.0,8.0,False,True,18.0,False,158.0,68.0,8.2,164.0,True,4,sony,12.0,6.0,3140,False,False,True,True,False,False,0.0,False,0.0,742,2760,2520,1080,True,False,False,False,True,False,True,False,False,False,False,3,False,False,False,True
20890,256,6.1,12.0,True,True,12.0,8.0,False,True,21.0,False,158.0,68.0,8.0,163.0,True,4,sony,12.0,8.0,4000,False,True,True,True,False,False,0.0,False,0.0,932,3217,2520,1080,True,False,False,False,True,False,False,True,False,False,False,3,False,False,False,True
23990,256,6.1,12.0,True,True,12.0,8.0,False,True,30.0,False,157.0,68.0,8.2,169.0,True,3,sony,12.0,8.0,4500,False,True,True,True,False,False,0.0,False,0.0,1058,3045,2520,1080,True,False,True,False,True,False,False,False,True,False,False,3,True,False,False,True
48880,512,6.5,12.0,True,True,12.0,8.0,False,True,30.0,False,166.0,72.0,8.9,211.0,True,1,sony,12.0,12.0,4500,False,True,True,True,False,False,0.0,False,0.0,1058,3045,3840,1644,True,False,True,False,True,False,False,False,True,False,False,3,True,False,False,True
2000,32,5.93,12.0,False,False,5.0,8.0,False,True,10.0,False,153.6,73.1,8.9,158.0,False,2,sugar,0.0,3.0,4000,False,True,True,False,False,False,0.0,False,0.0,148,888,1512,720,False,False,False,False,False,False,False,False,False,True,False,2,False,False,False,False
3800,64,6.82,13.0,False,False,2.0,8.0,False,False,15.0,False,173.8,78.6,94.5,208.0,False,2,sugar,0.0,4.0,6000,False,True,True,False,False,False,0.0,False,0.0,170,980,1640,720,False,False,False,False,False,False,True,False,False,False,False,2,False,False,False,False
2599,32,6.0,13.0,False,False,2.0,5.0,False,False,10.0,False,160.0,76.5,8.55,184.0,False,1,sugar,0.0,3.0,4000,False,True,True,False,False,False,0.0,False,0.0,145,782,1440,720,False,False,False,False,False,False,False,False,False,True,False,2,False,False,False,False
3699,64,6.18,12.0,False,False,5.0,16.0,False,False,10.0,False,156.0,76.0,7.75,159.0,False,1,sugar,0.0,4.0,3400,False,True,True,False,False,False,0.0,False,0.0,148,888,2246,1080,False,False,False,False,,,False,False,False,False,False,2,False,False,False,False
4100,128,6.55,48.0,False,False,8.0,8.0,False,True,18.0,False,165.9,76.8,9.3,200.0,False,2,sugar,5.0,4.0,5000,False,True,True,False,False,False,2.0,False,0.0,288,1334,1600,720,False,False,False,False,True,False,True,False,False,False,False,4,False,False,False,False
4890,128,6.55,48.0,False,False,8.0,8.0,False,True,18.0,False,165.9,76.8,9.3,200.0,False,1,sugar,5.0,6.0,5000,False,True,True,False,False,False,2.0,False,0.0,155,532,1600,720,False,False,False,False,True,False,True,False,False,False,False,4,False,False,False,False
3399,64,6.26,12.0,False,False,2.0,8.0,False,False,10.0,False,159.0,76.5,8.2,177.0,False,2,sugar,13.0,3.0,4000,False,True,True,False,False,False,0.0,False,0.0,288,1334,1520,720,False,False,False,False,False,False,False,False,False,True,False,3,False,False,False,False
3000,64,6.52,13.0,False,False,5.0,5.0,False,False,10.0,False,165.7,76.8,8.45,173.7,False,2,sugar,2.0,3.0,4000,False,True,True,False,False,False,0.0,False,0.0,146,720,1600,720,False,False,False,False,False,False,False,False,False,True,False,3,False,False,False,False
3000,64,6.52,13.0,False,False,5.0,8.0,False,False,10.0,False,165.7,75.8,8.85,187.5,False,2,sugar,2.0,3.0,5000,False,True,True,False,False,False,0.0,False,0.0,146,720,1600,720,False,False,False,False,False,False,False,False,False,True,False,3,False,False,False,False
3500,64,6.52,13.0,False,False,5.0,8.0,False,False,10.0,False,165.7,75.8,8.85,187.5,False,2,sugar,2.0,4.0,5000,False,False,True,False,False,False,0.0,False,0.0,288,1334,1600,720,False,False,False,False,False,False,False,False,False,True,False,3,False,False,False,False
4900,128,6.3,12.0,False,False,5.0,16.0,False,True,15.0,False,159.5,75.0,8.1,175.0,False,2,sugar,13.0,6.0,4000,False,True,True,False,False,False,0.0,False,0.0,288,1334,2340,1080,False,False,False,False,True,False,False,False,False,True,False,3,False,False,False,False
1900,16,5.45,8.0,False,False,0.0,5.0,False,False,10.0,False,148.8,72.0,9.1,157.0,False,2,sugar,0.0,1.0,2500,False,True,True,False,False,False,0.0,False,0.0,94,436,960,480,False,False,False,False,,,False,False,False,False,False,1,False,False,False,False
2300,32,6.0,8.0,False,False,0.0,5.0,False,False,10.0,False,161.74,78.0,9.0,189.3,False,2,sugar,0.0,2.0,3000,False,True,True,False,False,False,0.0,False,0.0,144,471,960,480,False,False,False,False,False,False,False,False,False,True,False,1,False,False,False,False
2800,64,6.0,13.0,False,False,2.0,5.0,False,False,10.0,False,160.0,76.5,8.55,184.0,False,1,sugar,0.0,3.0,4000,False,True,True,False,False,False,0.0,False,0.0,145,782,1440,720,False,False,False,False,False,False,False,False,False,True,False,2,False,False,False,False
2500,32,5.45,8.0,False,False,2.0,5.0,False,False,10.0,False,147.0,73.4,9.3,170.0,False,2,sugar,0.0,3.0,4000,False,True,True,False,False,False,0.0,False,0.0,123,399,1440,720,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False
14890,256,6.89,64.0,False,False,13.0,16.0,False,True,22.5,False,167.44,76.14,9.4,218.5,False,1,vivo,13.0,8.0,4500,False,True,False,True,False,False,0.0,False,0.0,758,2634,2256,1080,True,False,False,False,True,False,True,False,False,False,False,3,False,False,False,False
4620,128,6.38,16.0,False,False,8.0,32.0,False,True,10.0,False,159.53,75.23,8.13,179.0,False,2,vivo,2.0,6.0,4500,False,True,True,False,False,False,0.0,False,0.0,357,1235,2340,1080,True,False,False,False,True,False,True,False,False,False,False,3,False,False,False,False
7400,128,6.39,12.0,False,True,8.0,32.0,False,True,10.0,False,157.25,74.71,8.21,185.0,False,2,vivo,5.0,8.0,3700,False,True,True,False,False,False,0.0,False,0.0,496,1528,2340,1080,True,False,False,False,True,False,True,False,False,False,False,3,False,False,False,False
6700,128,6.38,48.0,False,False,8.0,32.0,False,True,18.0,False,159.25,75.19,8.68,186.7,False,2,vivo,2.0,8.0,4500,False,True,True,False,False,False,2.0,False,0.0,306,1291,2340,1080,True,False,False,False,True,False,True,False,False,False,False,4,False,False,False,False
6700,128,6.44,48.0,False,True,8.0,32.0,False,True,18.0,False,159.0,74.7,9.8,201.8,False,2,vivo,2.0,8.0,4100,False,True,False,False,False,False,2.0,False,8.0,496,1528,2400,1080,True,False,False,False,True,False,True,False,False,False,False,4,False,False,False,False
8690,128,6.44,64.0,True,True,8.0,44.0,True,True,33.0,False,159.68,73.9,7.39,177.0,False,3,vivo,2.0,8.0,4000,False,False,True,False,False,False,0.0,False,0.0,618,1838,2404,1080,True,True,False,False,True,False,False,True,False,False,False,3,True,False,False,False
8900,128,6.56,48.0,True,True,13.0,32.0,False,True,33.0,False,159.54,75.39,7.55,174.5,False,2,vivo,8.0,8.0,4200,False,False,False,False,False,False,5.0,False,0.0,594,1823,2376,1080,True,False,False,False,,,False,True,False,False,False,4,False,False,False,False
6350,128,6.44,48.0,False,False,13.0,32.0,False,True,33.0,False,162.05,74.97,8.88,200.4,False,2,vivo,8.0,8.0,4350,False,True,True,False,False,False,2.0,False,0.0,594,1823,2400,1080,True,False,False,False,True,False,False,True,False,False,False,4,False,False,False,False
11290,256,6.56,48.0,True,True,13.0,32.0,False,True,33.0,False,158.46,72.8,8.04,181.5,False,1,vivo,8.0,8.0,4315,False,False,False,False,False,False,8.0,False,0.0,594,1823,2376,1080,True,False,False,False,,,False,True,False,False,False,4,False,False,False,False
13500,128,6.56,48.0,True,True,13.0,32.0,False,True,33.0,False,159.63,75.01,7.36,176.0,False,2,vivo,13.0,8.0,4300,False,False,False,False,False,False,0.0,False,0.0,937,3094,2376,1080,True,False,True,False,True,False,False,True,False,False,True,3,True,False,False,False
17590,256,6.56,48.0,True,True,13.0,32.0,False,True,33.0,False,158.58,73.24,7.59,177.0,False,2,vivo,13.0,12.0,4200,False,False,False,False,False,False,0.0,False,0.0,937,3094,2376,1080,True,False,True,False,True,False,False,True,False,False,True,3,True,False,False,False
14590,128,6.56,40.0,True,False,12.0,32.0,False,True,44.0,False,160.1,75.39,7.55,181.0,False,2,vivo,12.0,8.0,4400,False,False,False,False,False,False,0.0,False,0.0,983,3342,2376,1080,True,False,True,False,True,False,False,False,True,False,True,3,True,False,False,False
21290,256,6.56,50.0,True,True,12.0,32.0,False,True,44.0,False,158.3,73.21,7.99,183.0,False,2,vivo,12.0,12.0,4450,False,False,False,True,False,False,8.0,False,0.0,983,3342,2376,1080,True,False,True,False,True,False,False,False,True,False,True,4,True,False,False,False
2900,64,6.35,13.0,False,False,8.0,8.0,False,False,10.0,False,159.43,76.77,8.92,190.5,False,2,vivo,2.0,3.0,5000,False,True,True,False,False,False,0.0,False,0.0,146,720,1544,720,False,False,False,False,True,False,True,False,False,False,False,3,False,False,False,False
3900,128,6.35,13.0,False,False,8.0,8.0,False,False,18.0,False,159.43,76.77,8.92,190.5,False,2,vivo,2.0,4.0,5000,False,True,True,False,False,False,0.0,False,0.0,170,980,1544,720,False,False,False,False,True,False,True,False,False,False,False,3,False,False,False,False
4600,128,6.53,16.0,False,False,8.0,16.0,False,True,18.0,False,162.15,76.47,8.89,193.0,False,2,vivo,2.0,6.0,5000,False,True,True,True,False,False,0.0,False,0.0,357,1235,2340,1080,False,False,False,False,True,False,True,False,False,False,False,3,False,False,False,False
3290,64,6.51,13.0,False,False,2.0,8.0,False,False,10.0,False,164.41,76.32,8.41,192.3,False,2,vivo,2.0,4.0,5000,False,True,True,False,False,False,0.0,False,0.0,249,1135,1600,720,False,False,False,False,True,False,True,False,False,False,False,3,False,False,False,False
4700,128,6.51,13.0,False,False,2.0,8.0,False,False,18.0,False,164.41,76.32,8.41,192.3,False,2,vivo,2.0,6.0,5000,False,True,True,False,False,False,0.0,False,0.0,249,1135,1600,720,False,False,False,False,True,False,True,False,False,False,False,3,False,False,False,False
3790,64,6.51,13.0,False,False,2.0,8.0,False,False,18.0,False,164.26,76.08,8.0,182.0,False,2,vivo,0.0,4.0,5000,False,True,True,False,False,False,0.0,False,0.0,170,980,1600,720,False,False,False,False,True,False,False,True,False,False,False,2,False,False,False,False
4790,128,6.51,50.0,False,False,2.0,8.0,False,False,18.0,False,164.26,76.08,8.0,182.0,False,2,vivo,2.0,4.0,5000,False,True,True,False,False,False,0.0,False,0.0,357,1287,1600,720,False,False,False,False,True,False,False,True,False,False,False,3,False,False,False,False
5050,128,6.53,13.0,False,False,8.0,16.0,False,True,10.0,False,162.04,76.46,9.11,197.0,False,2,vivo,2.0,6.0,5000,False,True,True,False,False,False,2.0,False,0.0,306,1291,2340,1080,False,False,False,False,True,False,True,False,False,False,False,4,False,False,False,False
5690,128,6.58,48.0,False,False,2.0,8.0,False,True,18.0,False,163.95,75.3,8.5,193.0,False,2,vivo,2.0,4.0,5000,False,False,True,False,False,False,0.0,False,0.0,568,1735,2408,1080,False,False,False,False,True,False,False,True,False,False,False,3,False,False,False,False
6790,128,6.58,64.0,False,False,8.0,16.0,False,True,18.0,False,163.95,75.3,8.5,193.0,False,2,vivo,2.0,8.0,5000,False,True,True,False,False,False,0.0,False,0.0,568,1735,2408,1080,False,False,False,False,True,False,False,True,False,False,False,3,False,False,False,False
8390,128,6.58,50.0,False,False,2.0,16.0,False,True,44.0,False,163.84,75.0,7.79,175.0,False,2,vivo,2.0,8.0,4100,False,True,True,False,False,False,0.0,False,0.0,568,1735,2404,1080,False,False,False,False,True,False,False,True,False,False,False,3,False,True,False,False
11390,256,6.67,108.0,True,True,8.0,16.0,False,True,67.0,False,164.1,76.9,8.8,203.0,False,3,xiaomi,5.0,8.0,5000,False,False,False,False,False,False,0.0,False,0.0,869,3384,2400,1080,True,False,True,False,True,False,False,False,True,False,True,3,False,False,False,False
6690,128,6.67,64.0,False,True,8.0,16.0,False,True,33.0,False,165.3,76.8,9.0,214.0,False,3,xiaomi,2.0,6.0,4820,False,True,True,True,False,False,2.0,False,0.0,650,1922,2400,1080,False,False,True,False,True,False,False,True,False,False,True,4,True,False,False,False
9690,256,6.57,48.0,False,True,8.0,16.0,False,True,20.0,False,163.71,74.77,7.88,192.0,False,3,xiaomi,2.0,8.0,4160,False,True,False,False,False,False,2.0,False,0.0,594,1823,2400,1080,True,False,False,False,True,False,False,True,False,False,False,4,False,False,False,False
18450,256,6.81,108.0,True,True,13.0,20.0,False,True,55.0,True,164.3,74.6,8.06,196.0,False,3,xiaomi,5.0,8.0,4600,True,False,False,False,False,True,0.0,False,0.0,1058,3045,3200,1440,True,False,True,False,True,False,False,False,True,False,True,3,True,False,False,False
15290,256,6.67,108.0,True,True,8.0,16.0,False,True,120.0,False,164.1,76.9,8.8,204.0,False,3,xiaomi,5.0,12.0,5000,True,False,False,False,False,False,0.0,False,0.0,1058,3045,2400,1080,True,False,True,False,True,False,False,False,True,False,True,3,False,False,False,False
8990,128,6.55,64.0,False,True,8.0,20.0,False,True,33.0,False,160.53,75.73,6.81,159.0,False,3,xiaomi,5.0,8.0,4250,False,False,True,False,False,False,0.0,False,0.0,812,2927,2400,1080,True,True,False,False,True,False,False,False,True,False,True,3,True,False,False,False
9690,256,6.55,64.0,False,True,8.0,20.0,False,True,33.0,False,160.53,75.73,6.81,158.0,False,4,xiaomi,5.0,8.0,4250,False,False,True,True,False,False,0.0,False,0.0,775,2838,2400,1080,True,True,False,False,True,False,False,False,True,False,True,3,True,False,False,False
